time,x,y,yaw,v_actual,v_cmd,e_y,e_psi,control_e_y,control_e_psi,filtered_e_y,filtered_e_psi,curvature_ref,curvature_preview,delta_raw,delta_rate_limited,delta_feedback,delta_feedforward,delta_cmd,lqr_k_y,lqr_k_psi,closest_idx,segment_idx,segment_t,compute_time_ms
1779721370.818961,-0.018629,5.000056,3.131739,0.157922,0.323914,-0.003157,-0.156630,-0.003157,-0.156630,-0.003157,-0.156630,-1.423219,1.507626,-0.320803,0,0.118515,-0.439317,-0.320803,0.611584,0.744328,5,5,0.189789,1.223567
1779721370.823073,-0.018629,5.000056,3.131739,0.157922,0.328026,-0.003157,-0.156630,-0.003157,-0.156630,-0.003157,-0.156630,-1.423219,1.507626,-0.320810,0,0.118508,-0.439317,-0.320810,0.611454,0.744285,5,5,0.189789,1.124802
1779721370.827070,-0.020249,5.000073,3.130025,0.166010,0.332022,-0.003407,-0.155948,-0.003407,-0.155948,-0.003407,-0.155948,-1.438202,1.507626,-0.325208,0,0.118154,-0.443362,-0.325208,0.611468,0.744290,5,5,0.333609,1.098339
1779721370.831004,-0.020249,5.000073,3.130025,0.166010,0.335956,-0.003407,-0.155948,-0.003407,-0.155948,-0.003407,-0.155948,-1.438202,1.507626,-0.325208,0,0.118154,-0.443362,-0.325208,0.611471,0.744291,5,5,0.333609,1.111499
1779721370.835486,-0.021949,5.000094,3.128227,0.174091,0.340438,-0.003673,-0.155231,-0.003673,-0.155231,-0.003673,-0.155231,-1.453928,1.507626,-0.329815,0,0.117776,-0.447591,-0.329815,0.611334,0.744246,5,5,0.484565,1.127621
1779721370.838995,-0.021949,5.000094,3.128227,0.174091,0.343947,-0.003673,-0.155231,-0.003673,-0.155231,-0.003673,-0.155231,-1.453928,1.507626,-0.329803,0,0.117787,-0.447591,-0.329803,0.611548,0.744316,5,5,0.484565,1.157218
1779721370.842976,-0.021949,5.000094,3.128227,0.174091,0.347928,-0.003673,-0.155231,-0.003673,-0.155231,-0.003673,-0.155231,-1.453928,1.507626,-0.329810,0,0.117781,-0.447591,-0.329810,0.611428,0.744277,5,5,0.484565,1.173322
1779721370.846974,-0.023731,5.000120,3.126341,0.182357,0.351926,-0.003955,-0.154482,-0.003955,-0.154482,-0.003955,-0.154482,-1.470406,1.507626,-0.334608,0,0.117395,-0.452003,-0.334608,0.611413,0.744272,6,5,0.642732,1.153308
1779721370.850971,-0.023731,5.000120,3.126341,0.182357,0.355923,-0.003955,-0.154482,-0.003955,-0.154482,-0.003955,-0.154482,-1.470406,1.507626,-0.334609,0,0.117394,-0.452003,-0.334609,0.611402,0.744268,6,5,0.642732,1.139506
1779721370.855564,-0.023731,5.000120,3.126341,0.190610,0.360516,-0.003955,-0.154482,-0.003955,-0.154482,-0.003955,-0.154482,-1.470406,1.507626,-0.334618,0,0.117386,-0.452003,-0.334618,0.611245,0.744216,6,5,0.642732,1.151410
1779721370.858997,-0.025596,5.000150,3.124369,0.190610,0.363949,-0.004253,-0.153698,-0.004253,-0.153698,-0.004253,-0.153698,-1.487642,1.507626,-0.339599,0,0.116999,-0.456598,-0.339599,0.611518,0.744306,6,5,0.808176,1.122494
1779721370.862987,-0.025596,5.000150,3.124369,0.190610,0.367939,-0.004253,-0.153698,-0.004253,-0.153698,-0.004253,-0.153698,-1.487642,1.507626,-0.339607,0,0.116991,-0.456598,-0.339607,0.611371,0.744258,6,5,0.808176,1.188792
1779721370.866985,-0.027544,5.000186,3.122307,0.199042,0.371937,-0.004148,-0.158028,-0.004148,-0.158028,-0.004148,-0.158028,-1.542075,1.542075,-0.350826,1,0.120149,-0.470975,-0.347603,0.611358,0.744253,6,5,0.652587,1.280181
1779721370.870957,-0.027544,5.000186,3.122307,0.199042,0.375909,-0.004148,-0.158028,-0.004148,-0.158028,-0.004148,-0.158028,-1.542075,1.542075,-0.350827,0,0.120148,-0.470975,-0.350827,0.611353,0.744252,6,5,0.652587,2.329064
1779721370.875424,-0.027544,5.000186,3.122307,0.207452,0.380376,-0.004148,-0.158028,-0.004148,-0.158028,-0.004148,-0.158028,-1.542075,1.542075,-0.350834,0,0.120141,-0.470975,-0.350834,0.611214,0.744206,6,5,0.652587,1.303020
1779721370.878995,-0.029576,5.000227,3.120158,0.207452,0.383947,-0.004479,-0.157033,-0.004479,-0.157033,-0.004479,-0.157033,-1.503434,1.503434,-0.341176,1,0.119615,-0.460791,-0.343692,0.611435,0.744279,6,5,0.832823,1.283492
1779721370.882960,-0.029576,5.000227,3.120158,0.207452,0.387913,-0.004479,-0.157033,-0.004479,-0.157033,-0.004479,-0.157033,-1.503434,1.503434,-0.341182,0,0.119609,-0.460791,-0.341182,0.611322,0.744242,6,5,0.832823,1.257811
1779721370.887009,-0.031693,5.000275,3.117918,0.216033,0.391962,-0.004824,-0.156021,-0.004824,-0.156021,-0.004824,-0.156021,-1.452862,1.452862,-0.328240,1,0.119064,-0.447305,-0.333083,0.611289,0.744231,6,6,0.021559,1.288052
1779721370.891063,-0.031693,5.000275,3.117918,0.216033,0.396016,-0.004824,-0.156021,-0.004824,-0.156021,-0.004824,-0.156021,-1.452862,1.452862,-0.328241,0,0.119064,-0.447305,-0.328241,0.611276,0.744227,6,6,0.021559,1.281984
1779721370.895588,-0.033895,5.000330,3.115588,0.224591,0.400540,-0.005152,-0.156066,-0.005152,-0.156066,-0.005152,-0.156066,-1.352701,1.352701,-0.300784,1,0.119290,-0.420075,-0.319192,0.611137,0.744181,6,6,0.168152,2.415104
1779721370.898968,-0.033895,5.000330,3.115588,0.224591,0.403920,-0.005152,-0.156066,-0.005152,-0.156066,-0.005152,-0.156066,-1.352701,1.352701,-0.300767,1,0.119307,-0.420075,-0.312432,0.611438,0.744280,6,6,0.168152,2.252007
